대지위치,착공예정일,실착공일,사용승인일,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정용면적(㎡),용적률(%),주용도,기타용도,위도,경도
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 764-1,20061031,20061031,20090123,132500.4,21044.876,15.88,460393.575,331738.196,250.37,공동주택,아파트,37.4590598,126.8698947
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,재활용품보관소#2,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,경비실#2,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,경비실#1,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,"관리동(경로당,보육시설,관리사무소 등)",37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,"지하주차장(주차장,주민공동시설,기계실 등)",37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,제1종근린생활시설,근린생활시설,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,아파트,37.469236,126.872222
경기도 광명시 하안동 863,20061130,20061130,20091103,63743.6,7778.07,12.2,218394.52,156597.59,245.67,공동주택,재활용품보관소#1,37.469236,126.872222
경기도 광명시 가학동 208-2,20071105,20071205,20080319,345.0,197.8,57.33,197.8,197.8,57.33,제1종근린생활시설,소매점,37.4163875,126.8611083
경기도 광명시 가학동 208-4,20071205,20071205,20080320,350.0,197.8,56.51,197.8,197.8,56.51,제1종근린생활시설,소매점,37.4163585,126.8612954
경기도 광명시 가학동 309,20070620,20070619,20071101,561.0,198.0,35.29,198.0,198.0,35.17,제2종근린생활시설,제조업소,37.4195551,126.856374
경기도 광명시 가학동 310,20070319,20070315,20070518,2171.0,195.6,9.01,195.6,195.6,9.01,제2종근린생활시설,제조업소,37.4198078,126.8565816
경기도 광명시 가학동 310-2,20071102,20071102,20080109,660.0,198.0,30.0,198.0,198.0,30.0,창고시설,,37.42025150000001,126.8566209
경기도 광명시 가학동 334,20071031,20071031,20080212,582.0,199.44,34.27,199.44,199.44,34.27,창고시설,제1종근린생활시설,37.4214017,126.8567219
경기도 광명시 가학동 387-1,20070507,20070613,20071113,328.0,194.03,59.16,194.03,194.03,59.16,단독주택,,37.4238868,126.8459398
경기도 광명시 가학동 913-1,20070827,20070827,20071122,513.0,194.6,37.93,194.6,194.6,37.93,제2종근린생활시설,제조업소,37.4076147,126.8546179
경기도 광명시 가학동 1020-1,20071120,,,440.0,162.21,36.87,231.41,231.41,52.59,제2종근린생활시설,"제조업소, 부동산중개업소",37.4033856,126.8635298
경기도 광명시 광명동 12-45,20070801,20070801,20090120,192.1,111.825,58.21,111.825,111.825,58.21,제2종근린생활시설,수리점,37.4857721,126.8582809
경기도 광명시 광명동 57-3,20070504,20070504,20070827,495.4,329.8,66.57,960.3,844.95,170.56,제2종근린생활시설,,37.48412709999999,126.8568421
경기도 광명시 광명동 68-10,20070914,20070914,20080627,253.6,151.85,59.88,532.78,532.78,210.09,공동주택,다세대주택,37.4835531,126.8604354
경기도 광명시 광명동 69-18,20071012,20071012,20080604,192.7,114.66,59.5,397.41,314.37,163.14,공동주택,다세대주택,37.4834935,126.8606375
경기도 광명시 광명동 78-16,20070723,,,305.4,66.0,21.61,66.0,66.0,21.61,창고시설,창고,37.48266419999999,126.8612165
경기도 광명시 광명동 297-39,20070306,20070306,20070529,119.0,70.74,59.45,198.72,198.72,166.99,제2종근린생활시설,일반음식점,37.474816,126.8531368
경기도 광명시 광명동 578-5,20070103,20070103,20070504,340.0,198.65,58.43,198.65,198.65,58.43,제2종근린생활시설,"(제조업소),제1종근린생활시설(소매점)",37.4629084,126.8533019
경기도 광명시 광명동 751-1,20071120,20071120,20080617,866.3,433.11,50.0,1315.21,697.02,80.46,자동차관련시설,,37.4702138,126.8491364
경기도 광명시 광명동 783,20070226,20070226,20080128,1230.4,489.634,39.79,2970.476,2857.92,232.28,공동주택,"전기실,발전기실,펌프실",37.4691915,126.8513007
경기도 광명시 광명동 783,20070226,20070226,20080128,1230.4,489.634,39.79,2970.476,2857.92,232.28,공동주택,공동주택(아파트),37.4691915,126.8513007
경기도 광명시 노온사동 149-2,20070526,20070525,20070905,545.0,209.76,38.49,298.64,298.64,54.8,제2종근린생활시설,및 단독주택,37.4520099,126.8472978
경기도 광명시 노온사동 155-1,20070823,20070821,20071121,364.0,201.2,55.27,198.2,198.2,54.45,제2종근린생활시설,제조업소,37.4519502,126.8493155
경기도 광명시 노온사동 157-3,20070427,20070427,20070720,398.0,196.34,49.33,196.34,196.34,49.33,제2종근린생활시설,제조업소,37.4520506,126.8496751
경기도 광명시 노온사동 157-6,20070809,20070806,20071010,318.0,178.02,55.98,178.02,178.02,55.98,제2종근린생활시설,제조업소,37.4522857,126.8498826
경기도 광명시 노온사동 186,20070827,20070827,20071129,329.0,188.22,57.21,188.22,188.22,57.21,제2종근린생활시설,(수리점),37.45112659999999,126.8487919
경기도 광명시 노온사동 216-9,20070320,20070313,20070601,648.0,198.36,30.61,198.36,198.36,30.61,제2종근린생활시설,제조업소,37.4492923,126.8463655
경기도 광명시 노온사동 220-8,20071213,20071213,20080326,451.0,237.6,52.68,472.8,472.8,104.83,창고시설,창고,37.4481773,126.8487706
경기도 광명시 노온사동 220-16,20070911,20070911,20080310,507.0,240.3,47.4,480.6,480.6,94.79,제1종근린생활시설,"소매점, 창고",37.4485066,126.8480165
경기도 광명시 노온사동 220-17,20070910,20070910,20071220,298.0,176.7,59.3,299.73,299.73,100.58,제2종근린생활시설,단독주택,37.4485524,126.8477945
경기도 광명시 노온사동 221-1,20070911,20070911,20071102,446.0,257.4,57.71,257.4,257.4,57.71,창고시설,제1종근린생활시설,37.4483764,126.8471767
경기도 광명시 노온사동 221-7,20070830,20070830,20080204,511.0,200.0,39.14,296.0,296.0,57.93,창고시설,제1종근린생활시설(소매점),37.4484945,126.8473668
경기도 광명시 노온사동 352-6,20071004,20071002,20080204,421.0,221.52,52.62,441.12,441.12,104.78,제1종근린생활시설,창고시설,37.4443282,126.8454604
경기도 광명시 노온사동 352-9,20071004,20071002,20080204,396.0,162.6,41.06,162.6,162.6,41.06,제1종근린생활시설,소매점,37.4442934,126.8457852
경기도 광명시 노온사동 372-14,20071019,20071019,20071227,300.0,177.12,59.04,177.12,177.12,59.04,제1종근린생활시설,소매점,37.4428465,126.8454286
경기도 광명시 노온사동 372-32,20071012,20071012,20080118,387.0,198.0,51.16,198.0,198.0,51.16,제1종근린생활시설,소매점,37.4524578,126.8488876
경기도 광명시 노온사동 372-33,20071012,20071012,20080118,534.0,198.0,37.08,198.0,198.0,37.08,창고시설,창고,37.4429177,126.8451761
경기도 광명시 노온사동 419-3,20071121,20071121,20080626,357.0,193.98,54.34,193.98,193.98,54.34,제2종근린생활시설,제조업소,37.4429424,126.8478879
경기도 광명시 노온사동 440-5,20070510,20070510,20071010,330.0,196.9,59.67,196.9,196.9,59.67,단독주택,,37.44253940000001,126.851147
경기도 광명시 노온사동 478-15,20070307,20070307,20070514,330.0,197.0,59.7,197.0,197.0,59.7,단독주택,단독주택,37.4412781,126.8493622
경기도 광명시 노온사동 533-2,20070504,20070504,20070628,1497.0,499.56,33.37,499.56,499.56,33.37,동물및식물관련시설,축사(퇴비사/창고),37.4371505,126.8409422
경기도 광명시 노온사동 533-2,20070504,20070504,20070628,1497.0,499.56,33.37,499.56,499.56,33.37,동물및식물관련시설,축사,37.4371505,126.8409422
경기도 광명시 노온사동 572-12,20071129,20071129,20090113,261.0,142.56,54.62,199.26,199.26,76.34,제2종근린생활시설,제조업소,37.436758,126.8436879
경기도 광명시 노온사동 574-29,20070228,20070228,20070608,710.0,199.53,28.1,199.53,199.53,28.1,제2종근린생활시설,제조업소,37.4359861,126.8436441
경기도 광명시 노온사동 665-5,20070124,20070124,20070507,601.0,198.0,32.95,198.0,198.0,32.95,제2종근린생활시설,제조업소,37.4325528,126.8483789
경기도 광명시 노온사동 735,20070109,20070109,20070418,330.0,197.12,59.73,197.12,197.12,59.73,단독주택,,37.427466,126.8454053
경기도 광명시 노온사동 739,20070122,20070122,20070518,330.0,197.54,59.86,197.54,197.54,59.86,단독주택,,37.4263119,126.8461845
경기도 광명시 노온사동 776-2,20070425,20070426,20070724,372.0,197.1,52.98,197.1,197.1,52.98,제2종근린생활시설,제조업소,37.4311373,126.8521493
경기도 광명시 노온사동 778-3,20070413,20070413,20080318,632.0,165.25,26.15,279.5,279.5,44.22,제2종근린생활시설,제1종근린생활시설,37.431437,126.8517518
경기도 광명시 노온사동 778-3,20070406,20070406,20080318,335.0,199.86,59.66,199.86,199.86,59.66,제2종근린생활시설,제조업소,37.431437,126.8517518
경기도 광명시 노온사동 801,20070628,20070628,20090825,452.0,208.38,46.1,231.98,231.98,51.32,제2종근린생활시설,제1종근린생활시설,37.4315276,126.853672
경기도 광명시 노온사동 932,20070131,20070131,20070605,330.0,197.64,59.89,197.64,197.64,59.89,단독주택,,37.4262362,126.8474121
경기도 광명시 노온사동 932,20070206,20070206,20070605,330.0,184.5,55.91,184.5,184.5,55.91,단독주택,,37.4262362,126.8474121
경기도 광명시 소하동 36-10,20070312,20070316,20070727,279.0,158.39,56.77,590.22,590.22,211.55,제2종근린생활시설,제1종근린생활시설,37.45164949999999,126.89007
경기도 광명시 소하동 55-182,20071114,20071114,20080118,60.0,30.68,51.13,30.68,30.68,51.13,제2종근린생활시설,,37.4524306,126.8904523
경기도 광명시 소하동 753-9,20070612,20070612,20070823,330.0,131.4,39.82,131.4,131.4,39.82,제2종근린생활시설,제조업소,37.4344546,126.8903039
경기도 광명시 소하동 911-3,20071022,20080615,20180315,453.0,238.4,52.62,802.66,802.66,177.19,제2종근린생활시설,"제1,2종근린생활시설",37.4376282,126.8793981
경기도 광명시 소하동 1075-5,20070528,20070528,20071026,1333.0,932.67,69.97,2926.82,2375.11,178.18,제1종근린생활시설,제2종근린생활시설,37.4340676,126.8790808
경기도 광명시 소하동 1235-19,20070608,20070608,20070713,199.2,104.16,52.29,104.16,104.16,52.29,제2종근린생활시설,일반음식점,37.4369096,126.8826048
경기도 광명시 소하동 1238,20070525,,20071127,1402.7,813.81,58.02,813.81,813.81,58.02,창고시설,창고,37.4359698,126.8846037
경기도 광명시 소하동 1238,20070525,,20071127,1402.7,813.81,58.02,813.81,813.81,58.02,창고시설,창고,37.4359698,126.8846037
경기도 광명시 소하동 1238-4,20070816,,20071130,1122.2,660.2,58.83,660.2,660.2,58.83,창고시설,제2종근린생활시설,37.4360059,126.8841716
경기도 광명시 소하동 1243-7,20070530,20070530,20070704,473.2,133.1,28.13,177.1,177.1,37.43,제2종근린생활시설,"수리점, 단독주택",37.4356927,126.8801931
경기도 광명시 소하동 1260-4,20070401,20070402,20070529,135.9,36.4,26.78,36.4,36.4,26.78,제2종근린생활시설,,37.4343323,126.8832139
경기도 광명시 옥길동 25-3,20070607,20070607,20071120,390.0,198.0,50.77,198.0,198.0,50.77,제2종근린생활시설,제조업소,37.4698214,126.841208
경기도 광명시 옥길동 25-6,20070607,20070607,20071114,330.0,196.92,59.67,196.92,196.92,59.67,단독주택,단독주택,37.4697014,126.841236
경기도 광명시 옥길동 44-9,20071129,20071129,20080805,330.0,197.25,59.77,197.25,197.25,59.77,단독주택,,37.4700056,126.840474
경기도 광명시 옥길동 50-7,20071222,20081217,20080917,366.0,205.78,56.22,299.08,299.08,81.72,제2종근린생활시설,단독주택,37.4710215,126.840829
